name,domains,web_pages,country,alpha_two_code,state-province
Cornell College,['cornell-iowa.edu'],['http://www.cornell-iowa.edu/'],United States,US,
Cornell University,['cornell.edu'],['http://www.cornell.edu/'],United States,US,
Corning Community College,['corning-cc.edu'],['http://www.corning-cc.edu/'],United States,US,
Creighton University,['creighton.edu'],['http://www.creighton.edu/'],United States,US,
Curry College,['curry.edu'],['http://www.curry.edu/'],United States,US,
Daemen College,['daemen.edu'],['http://www.daemen.edu/'],United States,US,
Dakota State University,['dsu.edu'],['http://www.dsu.edu/'],United States,US,
Dakota Wesleyan University,['dwu.edu'],['http://www.dwu.edu/'],United States,US,
Dallas Baptist University,['dbu.edu'],['http://www.dbu.edu/'],United States,US,
Dallas County Community College,['dcccd.edu'],['http://www.dcccd.edu/'],United States,US,
Dana College,['dana.edu'],['http://www.dana.edu/'],United States,US,
Daniel Webster College,['dwc.edu'],['http://www.dwc.edu/'],United States,US,
Dartmouth College,['dartmouth.edu'],['http://www.dartmouth.edu/'],United States,US,
Davenport University,['davenport.edu'],['http://www.davenport.edu/'],United States,US,
Davidson College,['davidson.edu'],['http://www.davidson.edu/'],United States,US,
Davis & Elkins College,['dne.wvnet.edu'],['http://www.dne.wvnet.edu/'],United States,US,
Daytona State College,['daytonastate.edu'],['http://www.daytonastate.edu/'],United States,US,
Delaware State University,['desu.edu'],['http://www.desu.edu/'],United States,US,
Delta State University,['deltastate.edu'],['http://www.deltastate.edu/'],United States,US,
Denison University,['denison.edu'],['http://www.denison.edu/'],United States,US,
DePaul University,['depaul.edu'],['http://www.depaul.edu/'],United States,US,
DePauw University,['depauw.edu'],['http://www.depauw.edu/'],United States,US,
DeVry Institute of Technology,['devry.edu'],['http://www.devry.edu/'],United States,US,
Dharamsinh Desai University,['ddu.ac.in'],['http://www.ddu.ac.in/'],India,IN,Gujarat
Dickinson College,['dickinson.edu'],['http://www.dickinson.edu/'],United States,US,
Dickinson State University,['dickinsonstate.edu'],['http://www.dickinsonstate.edu/'],United States,US,
Dillard University,['dillard.edu'],['http://www.dillard.edu/'],United States,US,
Dominican College,['dominican.edu'],['http://www.dominican.edu/'],United States,US,
Dordt College,['dordt.edu'],['http://www.dordt.edu/'],United States,US,
Dowling College,['dowling.edu'],['http://www.dowling.edu/'],United States,US,
Drake University,['drake.edu'],['http://www.drake.edu/'],United States,US,
Drew University,['drew.edu'],['http://www.drew.edu/'],United States,US,
Drexel University,['drexel.edu'],['http://www.drexel.edu/'],United States,US,
Drury College,['drury.edu'],['http://www.drury.edu/'],United States,US,
Duquesne University,['duq.edu'],['http://www.duq.edu/'],United States,US,
Earlham College,['earlham.edu'],['http://www.earlham.edu/'],United States,US,
East Carolina University,['ecu.edu'],['http://www.ecu.edu/'],United States,US,
East Central University,['ecok.edu'],['http://www.ecok.edu/'],United States,US,
Eastern Connecticut State University,['easternct.edu'],['http://www.easternct.edu/'],United States,US,
Eastern Illinois University,['eiu.edu'],['http://www.eiu.edu/'],United States,US,
Eastern Kentucky University,['eku.edu'],['http://www.eku.edu/'],United States,US,
Eastern Mennonite University,['emu.edu'],['http://www.emu.edu/'],United States,US,
Eastern Michigan University,['emich.edu'],['http://www.emich.edu/'],United States,US,
Eastern New Mexico University,['enmu.edu'],['http://www.enmu.edu/'],United States,US,
Eastern Oregon State College,['eou.edu'],['http://www.eou.edu/'],United States,US,
Eastern Washington University,['ewu.edu'],['http://www.ewu.edu/'],United States,US,
East Stroudsburg State University of Pennsylvania,['esu.edu'],['http://www.esu.edu/'],United States,US,Pennsylvania
East Tennessee State University,['etsu.edu'],['http://www.etsu.edu/'],United States,US,
Edgewood College,['edgewood.edu'],['http://www.edgewood.edu/'],United States,US,
Edinboro University of Pennsylvania,['edinboro.edu'],['http://www.edinboro.edu/'],United States,US,Pennsylvania
Elizabeth City State University,['ecsu.edu'],['http://www.ecsu.edu/'],United States,US,
Elizabethtown College,['etown.edu'],['http://www.etown.edu/'],United States,US,
Elmhurst College,['elmhurst.edu'],['http://www.elmhurst.edu/'],United States,US,
Elon College,['elon.edu'],['http://www.elon.edu/'],United States,US,
Embry-Riddle Aeronautical University,['erau.edu'],['http://www.erau.edu/'],United States,US,
Emerson College,['emerson.edu'],['http://www.emerson.edu/'],United States,US,
Emmanuel College,['emmanuel.edu'],['http://www.emmanuel.edu/'],United States,US,
Emory University,['emory.edu'],['http://www.emory.edu/'],United States,US,
Emory & Henry College,['ehc.edu'],['https://www.ehc.edu/'],United States,US,VA
Emporia State University,['emporia.edu'],['http://www.emporia.edu/'],United States,US,
Erie Community College,['ecc.edu'],['http://www.ecc.edu/'],United States,US,
Lake Erie College of Osteopathic Medicine,['lecom.edu'],['https://lecom.edu/'],United States,US,
East Texas Baptist University,['etbu.edu'],['https://www.etbu.edu/'],United States,US,TX
Evergreen State College,['evergreen.edu'],['http://www.evergreen.edu/'],United States,US,
Fairleigh Dickinson University,['fdu.edu'],['http://www.fdu.edu/'],United States,US,
Fairmont State College,['fairmontstate.edu'],['http://www.fairmontstate.edu/'],United States,US,
Fayetteville State University,['uncfsu.edu'],['http://www.uncfsu.edu/'],United States,US,
Ferris State University,['ferris.edu'],['http://www.ferris.edu/'],United States,US,
Fielding Institute,['fielding.edu'],['http://www.fielding.edu/'],United States,US,
Fisk University,['fisk.edu'],['http://www.fisk.edu/'],United States,US,
Fitchburg State College,['fsc.edu'],['http://www.fsc.edu/'],United States,US,
Florida Agricultural and Mechanical University,['famu.edu'],['http://www.famu.edu/'],United States,US,
Florida Atlantic University,['fau.edu'],['http://www.fau.edu/'],United States,US,
Florida Gulf Coast University,['fgcu.edu'],['http://www.fgcu.edu/'],United States,US,
Florida Institute of Technology,['fit.edu'],['http://www.fit.edu/'],United States,US,
Florida International University,['fiu.edu'],['http://www.fiu.edu/'],United States,US,
Florida State University,['fsu.edu'],['http://www.fsu.edu/'],United States,US,
Fontbonne College,['fontbonne.edu'],['http://www.fontbonne.edu/'],United States,US,
Fordham University,['fordham.edu'],['http://www.fordham.edu/'],United States,US,
Fort Hays State University,['fhsu.edu'],['http://www.fhsu.edu/'],United States,US,
Fort Lewis College,['fortlewis.edu'],['http://www.fortlewis.edu/'],United States,US,
Fountainhead College of Technology,['fountainheadcollege.edu'],['http://fountainheadcollege.edu/'],United States,US,
Franklin and Marshall College,['fandm.edu'],['http://www.fandm.edu/'],United States,US,
Franklin Pierce Law Center,['fplc.edu'],['http://www.fplc.edu/'],United States,US,
Franklin University,['franklin.edu'],['http://www.franklin.edu/'],United States,US,
Frederick Community College,['frederick.edu'],['http://www.frederick.edu/'],United States,US,
Fresno Pacific University,['fresno.edu'],['http://www.fresno.edu/'],United States,US,
Friends University,['friends.edu'],['http://www.friends.edu/'],United States,US,
Frostburg State University,['frostburg.edu'],['http://www.frostburg.edu/'],United States,US,
Fuller Theological Seminary,['fuller.edu'],['http://www.fuller.edu/'],United States,US,
Furman University,['furman.edu'],['http://www.furman.edu/'],United States,US,
Futureworks,['futureworks.ac.uk'],['https://futureworks.ac.uk/'],United Kingdom,GB,
Gallaudet University,['gallaudet.edu'],['http://www.gallaudet.edu/'],United States,US,
Gannon University,['gannon.edu'],['http://www.gannon.edu/'],United States,US,
Geneva College,['geneva.edu'],['http://www.geneva.edu/'],United States,US,
George Fox College,['gfc.edu'],['http://www.gfc.edu/'],United States,US,
George Mason University,['gmu.edu'],['http://www.gmu.edu/'],United States,US,
Georgetown University,['georgetown.edu'],['http://www.georgetown.edu/'],United States,US,
George Washington University,['gwu.edu'],['http://www.gwu.edu/'],United States,US,
Georgia College,['gcsu.edu'],['http://www.gcsu.edu/'],United States,US,
Georgia Institute of Technology,['gatech.edu'],['http://www.gatech.edu/'],United States,US,
Georgian Court University,['georgian.edu'],['http://www.georgian.edu/'],United States,US,
Georgia Southern University,['georgiasouthern.edu'],['http://www.georgiasouthern.edu/'],United States,US,
Georgia Southwestern State University,['gsw.edu'],['http://gsw.edu/'],United States,US,
Georgia State University,['gsu.edu'],['http://www.gsu.edu/'],United States,US,
Gettysburg College,['gettysburg.edu'],['http://www.gettysburg.edu/'],United States,US,
GMI Engineering and Management Institute,['gmi.edu'],['http://www.gmi.edu/'],United States,US,
Golden Gate University,['ggu.edu'],['http://www.ggu.edu/'],United States,US,
Goldey-Beacom College,['gbc.edu'],['http://www.gbc.edu/'],United States,US,
Gonzaga University,['gonzaga.edu'],['http://www.gonzaga.edu/'],United States,US,
Goshen College,['goshen.edu'],['http://www.goshen.edu/'],United States,US,
Goucher College,['goucher.edu'],['http://www.goucher.edu/'],United States,US,
Governors State University,['govst.edu'],['http://www.govst.edu/'],United States,US,
Grace College,['grace.edu'],['http://www.grace.edu/'],United States,US,
Graceland College,['graceland.edu'],['http://www.graceland.edu/'],United States,US,
Grand Valley State University,['gvsu.edu'],['http://www.gvsu.edu/'],United States,US,
Greenleaf University,['greenleaf.edu'],['http://www.greenleaf.edu/'],United States,US,
Grinnell College,['grinnell.edu'],['http://www.grinnell.edu/'],United States,US,
Guilford College,['guilford.edu'],['http://www.guilford.edu/'],United States,US,
Gustavus Adolphus College,"['gac.edu', 'gustavus.edu']","['https://www.gac.edu/', 'https://gustavus.edu/']",United States,US,
Hagerstown Community College,['hagerstowncc.edu'],['http://www.hagerstowncc.edu/'],United States,US,
Hamilton College,['hamilton.edu'],['http://www.hamilton.edu/'],United States,US,
Hamline University,['hamline.edu'],['http://www.hamline.edu/'],United States,US,
Hampden-Sydney College,['hsc.edu'],['http://www.hsc.edu/'],United States,US,
Hampshire College,['hampshire.edu'],['http://www.hampshire.edu/'],United States,US,
Hampton University,['hamptonu.edu'],['http://www.hamptonu.edu/'],United States,US,
Hanover College,['hanover.edu'],['http://www.hanover.edu/'],United States,US,
Harding University,['harding.edu'],['http://www.harding.edu/'],United States,US,
Harford Community College,['harford.edu'],['http://www.harford.edu/'],United States,US,
Hartwick College,['hartwick.edu'],['http://www.hartwick.edu/'],United States,US,
Harvard University,['harvard.edu'],['http://www.harvard.edu/'],United States,US,
Harvey Mudd College,['hmc.edu'],['http://www.hmc.edu/'],United States,US,
Haskell Indian Nations University,['haskell.edu'],['http://www.haskell.edu/'],United States,US,
Hastings College,['hastings.edu'],['http://www.hastings.edu/'],United States,US,
Haverford College in Pennsylvania,['haverford.edu'],['http://www.haverford.edu/'],United States,US,Pennsylvania
Hawaii Pacific University,['hpu.edu'],['http://www.hpu.edu/'],United States,US,
Heidelberg College,['heidelberg.edu'],['http://www.heidelberg.edu/'],United States,US,
Hendrix College,['hendrix.edu'],['http://www.hendrix.edu/'],United States,US,
Hesston College,['hesston.edu'],['http://www.hesston.edu/'],United States,US,
High Point University,['highpoint.edu'],['http://www.highpoint.edu/'],United States,US,
Hillsdale College,['hillsdale.edu'],['http://www.hillsdale.edu/'],United States,US,
Hiram College,['hiram.edu'],['http://www.hiram.edu/'],United States,US,
Hobart and William Smith Colleges,['hws.edu'],['http://www.hws.edu/'],United States,US,
Hofstra University,['hofstra.edu'],['http://www.hofstra.edu/'],United States,US,
Hollins College,['hollins.edu'],['http://www.hollins.edu/'],United States,US,
Hood College,['hood.edu'],['http://www.hood.edu/'],United States,US,
Hope College,['hope.edu'],['http://www.hope.edu/'],United States,US,
Howard Community College,['howardcc.edu'],['http://www.howardcc.edu/'],United States,US,
Howard University,['howard.edu'],['http://www.howard.edu/'],United States,US,
Humboldt State University,['humboldt.edu'],['http://www.humboldt.edu/'],United States,US,
Huntingdon College,['huntingdon.edu'],['http://www.huntingdon.edu/'],United States,US,
Huntington University,['huntington.edu'],['http://www.huntington.edu/'],United States,US,
ICI University,['ici.edu'],['http://www.ici.edu/'],United States,US,
Idaho State University,['isu.edu'],['http://www.isu.edu/'],United States,US,
Illinois Benedictine College,['ibc.edu'],['http://www.ibc.edu/'],United States,US,
Illinois Institute of Technology,['iit.edu'],['http://www.iit.edu/'],United States,US,
Illinois State University,"['illinoisstate.edu', 'ilstu.edu']",['http://www.illinoisstate.edu/'],United States,US,
Indiana Institute of Technology,"['indianatech.edu', 'indianatech.net']",['http://www.indianatech.edu/'],United States,US,
Indiana State University,['indstate.edu'],['http://www.indstate.edu/'],United States,US,
Indiana University,['iu.edu'],['http://www.iu.edu/'],United States,US,
Indiana University - Bloomington,"['indiana.edu', 'iub.edu', 'bloomington.iu.edu']",['https://bloomington.iu.edu/'],United States,US,Indiana
Indiana University at South Bend,['iusb.edu'],['http://www.iusb.edu/'],United States,US,
Indiana University of Pennsylvania,['iup.edu'],['http://www.iup.edu/'],United States,US,Pennsylvania
Indiana University/Purdue University at Columbus,['iupuc.edu'],['http://www.iupuc.edu/'],United States,US,
Indiana University/Purdue University at Fort Wayne,['ipfw.edu'],['http://www.ipfw.edu/'],United States,US,
